text,category
I was charged twice for my subscription today.,Billing
How long does installation usually take? thanks.,General Inquiry
I need to verify my account to sign in after the latest update.,Account Access
What are the contract terms—month‑to‑month or annual?,General Inquiry
Pages won't load—could it be a DNS problem? for my account.,Technical Issue
The app crashes when I try to open settings — please advise.,Technical Issue
I'm not receiving the OTP code on my laptop and phone.,Account Access
Is there a free trial I can test first? — any quick fix?,General Inquiry
Is there an outage in Darwin? today?,Technical Issue
How can I change my email address? for my account.,Account Access
Speed is very slow compared to my plan — any quick fix?,Technical Issue
Can I get a copy of last month's invoice? asap please?,Billing
Is there a free trial I can test first? thanks.,General Inquiry
Can I get a copy of last month's invoice? thanks.,Billing
Is there an outage in Darwin? today?,Technical Issue
Do you have coverage in Melbourne? thanks.,General Inquiry
My 2FA isn't working and I can't sign in after the latest update.,Account Access
How do I update the router firmware? after the latest update.,Technical Issue
Do you have coverage in Melbourne? since this morning.,General Inquiry
I cannot log in to my account this week.,Account Access
How do I change my plan without extra charges? for my account.,Billing
How do I reset my 2FA? since this morning.,Account Access
How long does installation usually take? on my laptop and phone.,General Inquiry
Please issue a refund for the mistaken charge today.,Billing
When does my billing cycle start and end? for my account.,Billing
Forgot my username and need access after the latest update.,Account Access
How do I update my card details? for my account.,Billing
Do you offer a student discount? on my laptop and phone.,General Inquiry
I cannot log in to my account since this morning.,Account Access
internet is not working in my area,Technical Issue
i want to deactivate my account this week.,Account Access
How do I reset my password? asap please.,Account Access
My promo code didn't apply at checkout this week.,Billing
Pages won't load—could it be a DNS problem? thanks.,Technical Issue
How do I change my plan without extra charges? thanks.,Billing
High latency during video calls since yesterday for my account.,Technical Issue
How long does installation usually take? after the latest update.,General Inquiry
Do you support international roaming? thanks.,General Inquiry
wi‑fi keeps dropping on multiple devices for my account.,Technical Issue
Do you support international roaming? this week.,General Inquiry
Pages won't load—could it be a DNS problem? since this morning.,Technical Issue
Experiencing packet loss while gaming thanks.,Technical Issue
Internet is not working in my area asap please.,Technical Issue
Do you offer a student discount? asap please?,General Inquiry
Certain ports appear to be blocked on my network thanks.,Technical Issue
How do I reset my password? asap please.,Account Access
Which features are included in the standard plan? this week.,General Inquiry
why does my session keep expiring so fast? — please advise.,Account Access
I need to verify my account to sign in — any quick fix?,Account Access
Can I get a copy of last month's invoice? — any quick fix?,Billing
